0.6111222222222222,0.001,0.01,1000
0.6309944444444444,0.001,0.01,10000
0.6301833333333333,0.001,0.01,20000
0.6301833333333333,0.001,0.03162277660168379,1000
0.6281555555555556,0.001,0.03162277660168379,10000
0.62775,0.001,0.03162277660168379,20000
0.6273444444444445,0.001,0.1,1000
0.6273444444444445,0.001,0.1,10000
0.6261277777777777,0.001,0.1,20000
0.6261277777777777,0.001,0.31622776601683794,1000
0.6261277777777777,0.001,0.31622776601683794,10000
0.6261277777777777,0.001,0.31622776601683794,20000
0.6261277777777777,0.001,1.0,1000
0.6257222222222222,0.001,1.0,10000
0.6253166666666666,0.001,1.0,20000
0.6220722222222222,0.005623413251903491,0.01,1000
0.6236944444444444,0.005623413251903491,0.01,10000
0.6236944444444444,0.005623413251903491,0.01,20000
0.6236944444444444,0.005623413251903491,0.03162277660168379,1000
0.6232888888888889,0.005623413251903491,0.03162277660168379,10000
0.6236944444444444,0.005623413251903491,0.03162277660168379,20000
0.6236944444444444,0.005623413251903491,0.1,1000
0.6232888888888889,0.005623413251903491,0.1,10000
0.6228833333333333,0.005623413251903491,0.1,20000
0.6228833333333333,0.005623413251903491,0.31622776601683794,1000
0.6228833333333333,0.005623413251903491,0.31622776601683794,10000
0.6232888888888889,0.005623413251903491,0.31622776601683794,20000
0.6232888888888889,0.005623413251903491,1.0,1000
0.6228833333333333,0.005623413251903491,1.0,10000
0.6228833333333333,0.005623413251903491,1.0,20000
0.6743888888888889,0.03162277660168379,0.01,1000
0.6281555555555556,0.03162277660168379,0.01,10000
0.6119333333333333,0.03162277660168379,0.01,20000
0.6034166666666667,0.03162277660168379,0.03162277660168379,1000
0.6066611111111111,0.03162277660168379,0.03162277660168379,10000
0.6013888888888889,0.03162277660168379,0.03162277660168379,20000
0.6013888888888889,0.03162277660168379,0.1,1000
0.6050388888888889,0.03162277660168379,0.1,10000
0.6062555555555555,0.03162277660168379,0.1,20000
0.6062555555555555,0.03162277660168379,0.31622776601683794,1000
0.6070666666666666,0.03162277660168379,0.31622776601683794,10000
0.6062555555555555,0.03162277660168379,0.31622776601683794,20000
0.60585,0.03162277660168379,1.0,1000
0.6046333333333334,0.03162277660168379,1.0,10000
0.6038222222222223,0.03162277660168379,1.0,20000
0.5657,0.1778279410038923,0.01,1000
0.6111222222222222,0.1778279410038923,0.01,10000
0.5961166666666666,0.1778279410038923,0.01,20000
0.6196388888888889,0.1778279410038923,0.03162277660168379,1000
0.61315,0.1778279410038923,0.03162277660168379,10000
0.6382944444444445,0.1778279410038923,0.03162277660168379,20000
0.6382944444444445,0.1778279410038923,0.1,1000
0.6415388888888889,0.1778279410038923,0.1,10000
0.6455944444444445,0.1778279410038923,0.1,20000
0.6455944444444445,0.1778279410038923,0.31622776601683794,1000
0.6464055555555556,0.1778279410038923,0.31622776601683794,10000
0.6374833333333333,0.1778279410038923,0.31622776601683794,20000
0.6301833333333333,0.1778279410038923,1.0,1000
0.57665,0.1778279410038923,1.0,10000
